)2000
1935
1883
1836
1780
1729
1683
1652
1648
1680
1747
1866
2005
2162
2311
2429
2497
2506
2460
2370
2253
2119
1968
1706
1568
1424
1303
1207
1141
1126
1153
1229
1341
1488
1675
1859
2033
2202
2326
2409
2433
2405
2321
2201
2052
1872
1958
1823
1680
1523
1392
1264
1165
1085
1030
1007
1039
1082
1194
1355
1568
1797
2041
2266
2453
2598
2682
2704
2674
2581
1773
1760
1734
1703
1663
1616
1569
1520
1477
1424
1373
1331
1307
1302
1327
1370
1427
1489
1574
1655
1744
1834
1929
1276
1122
1104
1031
1006
1065
1137
1247
1390
1559
1753
1936
2128
2315
2469
2607
2715
2799
2842
2853
2822
2754
2642
2166
2239
2283
2302
2287
2251
2187
2111
2023
1934
1839
1744
1648
1568
1485
1411
1360
1325
1303
1296
1297
1329
1380
1418
1429
1471
1527
1613
1714
1835
1947
2054
2133
2192
2227
2233
2208
2159
2081
1986
1895
1808
1730
1667
1617
1596
1594
